Date,AAPL,PFE,XOM,JPM,GE,ED,O,DD,NFLX,KO,TSLA,AMZN,SP500
2019-01-02 00:00:00-05:00,0.0011412002351673944,-0.009164097942243488,0.021997335204895885,0.017311894406374817,0.0634083701488175,-0.01726431811801843,-0.01760801245578647,0.019446657765829878,0.0,-0.008870054994806864,-0.06814899980682931,0.024740760502233394,0.0012684969251244294
2019-01-03 00:00:00-05:00,-0.09960745903701562,-0.027976951432043817,-0.01535368043717944,-0.014211575611149718,0.001242002902701822,0.002528839281471962,0.008880680038090727,-0.03686715006692454,0.013225765883911222,-0.006179298556688306,-0.03147171266518323,-0.025241497784936007,-0.02475673039503723
2019-01-04 00:00:00-05:00,0.042689502952377056,0.02283552404511835,0.03686962750397238,0.036865414155649034,0.021092007544989855,0.016195703195704736,-0.00031949130749864274,0.04227743885338686,0.09723449089322656,0.01993993721783993,0.0576973909120706,0.05006399867375011,0.03433571464262353
2019-01-07 00:00:00-05:00,-0.00222597900028354,0.005348770441093942,0.005200163884820697,0.0006950643268108792,0.06196817968633228,-0.014500410753492954,-0.002882228416912991,0.0005483746683256907,0.05971700297843019,-0.013033341776343743,0.05436123871697496,0.03435341415874271,0.007010434848680358
2019-01-08 00:00:00-05:00,0.019063143476937272,0.004626686689633841,0.007271059913604994,-0.0018856891142129406,-0.02059483924123906,0.006097334958399925,0.014611559993230383,0.01150471697905675,0.0156338958997726,0.011288519738001268,0.0011642764023440666,0.01661235994563981,0.009695285023358924
2019-01-09 00:00:00-05:00,0.016981810509297368,-0.002072485985296746,0.005274597142442161,-0.0016903736217070975,-0.00700907950859353,-0.007904993954816919,-0.003956308556821608,0.004152261175118355,-0.0009679257165132737,-0.01916605538834859,0.009482625353500751,0.0017143547179709895,0.004098045450532162
2019-01-10 00:00:00-05:00,0.0031959508646781654,-0.023765451080002387,-0.005108900393325677,-9.942775599014464e-05,0.05176448482290574,0.01660043285520696,0.015729267458114204,0.0010788748125125647,0.014689374711060132,0.010736573165612606,0.019023398389568458,-0.0019284287379283116,0.004518418782931244
2019-01-11 00:00:00-05:00,-0.00981802786026409,0.013471878084005295,-0.004580356269101915,-0.00478136069680013,0.0,-0.008099714054045859,0.005630938646409955,-0.007183881935628467,0.039826256791514636,0.005735944091117551,0.0066383165769237085,-0.009455231305329326,-0.00014629784190933748
2019-01-14 00:00:00-05:00,-0.015037028458349755,-0.011893620504453528,-0.0012548844669511006,0.01030924485277862,-0.004474163521388186,-0.019491446047894878,-0.007154871643492711,0.0018086390187501689,-0.01377408675294467,-0.004013219171001281,-0.03703280470952408,-0.014232985793521946,-0.005257525167898014
2019-01-15 00:00:00-05:00,0.020466966475225945,0.008496487044634238,0.0005584588016436243,0.007331066799266317,-0.019101112679590804,0.01799869669667631,0.014726410919949862,-0.00668086168966453,0.06517694493875137,0.008907677916237366,0.029994027272290946,0.035462313843586335,0.010721688622945758
2019-01-16 00:00:00-05:00,0.012216359532999821,-0.014509699556693012,-0.00041853924118151475,0.008064629848176574,0.028636741207788585,0.007784669211694073,-0.0018527707395129545,0.00708973702181126,-0.0091642224953713,-0.013664152504337945,0.004703414429845898,0.005505997778829874,0.0022219854881162515
2019-01-17 00:00:00-05:00,0.005937693553477619,0.008548947610234059,0.006839595940517418,0.004097534608221487,0.01781729991622205,0.008510080204671588,0.0024747862622682693,0.02960264820023628,0.0051224784937888845,0.0029838467196392493,0.0036410765019605495,0.005606434395265758,0.0075914003822110665
2019-01-18 00:00:00-05:00,0.006159406994614924,0.0014129295397933284,0.01192299876814018,0.016226084856734824,-0.008752611222901496,-0.006750702167077072,-0.0024686768148011184,0.01788216824154132,-0.03989353107532578,0.01168720026685488,-0.1297111611448507,0.0017598946424279838,0.01318305304897005
2019-01-22 00:00:00-05:00,-0.022445795359642307,-0.006113347458077456,-0.015070416322213953,-0.015775855149138818,-0.04415001954636233,0.003006032169086348,0.0018562098708481134,-0.03134650485723933,-0.0411088239177172,0.002310128640981457,-0.011050140026936717,-0.03774908655967102,-0.014157306164566674
2019-01-23 00:00:00-05:00,0.004044334383470183,-0.0026024027010437267,-0.008206907992900137,-0.0025258898453078826,0.008083130544701111,0.0031276834256781516,-0.005403734729675369,0.0033781833654027427,-0.009749087809177492,0.011526043498341076,-0.03790309945117787,0.004809570602366753,0.0022029127742235755
2019-01-24 00:00:00-05:00,-0.007926347903650766,-0.028700141425212822,0.001402465618585369,0.0005846371890201318,0.005727049242364002,0.008833399241029438,-0.0024837022866607272,-0.0017724207867408914,0.014534685348301712,-0.012015894384728498,0.013630522645296628,0.009091336230296898,0.0013757255543636049
2019-01-25 00:00:00-05:00,0.033137155491741455,-0.0075702637713030985,0.004481633223879067,0.006326314120889132,0.04328043343608945,-0.022019490854102486,0.014939479744232598,0.02538636456708221,0.03483629931570631,-0.006710143149784797,0.018970237843449533,0.009450615167288179,0.008488694060713842
2019-01-28 00:00:00-05:00,-0.00925492173726361,-0.027313116492176825,-0.006692598767278124,0.00473952540028888,-0.0251090897125692,-0.004739513059274114,0.011805887227208434,0.006405783902213136,-0.0070699133771987555,-0.004222158713121926,-0.0022219544588429896,-0.019562216712664893,-0.007846827493937836
2019-01-29 00:00:00-05:00,-0.010364712571766188,0.03136895016352592,0.003789946961338053,0.002791410795301097,-0.0033594712829054796,0.003968580464512428,0.010456731344692827,0.006709107671687198,-0.020139455675004747,0.004876318485732334,0.0036439960027925267,-0.02686994204251958,-0.0014562465775435074
